Epoch,Loss
0,0.627537669830544
1,0.4217979395112326
2,0.3397022087213605
3,0.33333197547945864
4,0.3170690564222114
5,0.2778868748005046
6,0.2588723118222037
7,0.2566667663496594
8,0.2452069025400073
9,0.24634984794051148
10,0.0968026771794918
11,0.07616621364167957
12,0.08374490736182345
13,0.06035803059159323
14,0.050599969620274944
15,0.04851834298393061
16,0.04409523927714935
17,0.037550497670159784
18,0.030936521391362645
19,0.03662088171167429
20,0.036939033350452434
21,0.02296251693177362
22,0.019329781015945034
23,0.020063266688741224
24,0.01797647493739807
25,0.015781921107148707
26,0.014169618357406107
27,0.01509382575750351
28,0.01296475499348585
29,0.011720111756044071
30,0.018109736049027984
31,0.008448492621916324
32,0.0068100970806987135
33,0.006506946695925191
34,0.006025293040587459
35,0.005553564393817079
36,0.005477101514982276
37,0.00492669748640511
38,0.0046751410077694195
39,0.005429716560134101
