Epoch,Loss
0,0.66490159339683
1,0.49166340883388077
2,0.25244763493537903
3,0.21281738232734593
4,0.19295203616452772
5,0.16772202731564986
6,0.26647155714589493
7,0.26372711845608643
8,0.24781051104845003
9,0.24290255197258884
10,0.24228371506513552
11,0.23288610785506492
12,0.23034875406775362
13,0.2287027683368949
14,0.22233320304820703
15,0.2218025415096172
16,0.21375697158103765
17,0.21248272286598072
18,0.20861865545428077
19,0.20601953704689824
20,0.20248900544504786
21,0.20208958276482517
22,0.19878363488025444
23,0.1961000932510509
24,0.19657126900761626
25,0.19200346203044402
