Epoch,Loss
0,0.6568020318829736
1,0.5012539874675662
2,0.4106361263020094
3,0.34242821294207904
4,0.31631522400434625
5,0.2803621524295142
6,0.2745546993128089
7,0.24738169929315879
8,0.23695812183757162
9,0.24682732272979824
10,0.09846915330651194
11,0.08483658410435499
12,0.07800460346909456
13,0.06762023573351461
14,0.06532597957655441
15,0.05294858612293421
16,0.04833926212822282
17,0.045401096603898114
18,0.0439356088551671
19,0.033701105043292046
20,0.03763921924888394
21,0.02780815803034361
22,0.026230693773128266
23,0.023159559816122055
24,0.020869711619736844
25,0.01953988686897034
26,0.018685656014916507
27,0.017189532453410847
28,0.01798048298156192
29,0.01642419568934413
30,0.013711549081774644
31,0.007622196820976083
32,0.00685765510045945
33,0.006172086604935832
34,0.00600237725302577
35,0.005764094083894824
36,0.005378657735364382
37,0.005747248280555183
38,0.004760363063406806
39,0.004858638067881382
40,0.009981475456422844
41,0.004463865037271103
42,0.003617124366682283
43,0.003442607072810101
44,0.003292432214609932
45,0.003394520343389622
46,0.003185633644407485
47,0.0033539194636707475
48,0.003093032797170413
49,0.0026075548985106654
50,0.008436886688456113
51,0.0029629119536514546
52,0.002435624017380178
53,0.002189290169003788
54,0.0020559116376314833
55,0.0018770991913232475
56,0.0017281104796999242
57,0.0016168763449545516
58,0.0018907010752902647
59,0.0016231746060860364
60,0.006928758098754685
61,0.002413575162537136
62,0.0020532831278911165
63,0.001916741726914594
64,0.001838614187490325
65,0.0017030223734341128
66,0.001810527817470693
67,0.001590123879966911
68,0.001532685263407265
69,0.0014618438899349205
70,0.005559620287724186
71,0.0017272507775910632
72,0.0013701025014851503
73,0.0011990822724413214
74,0.0010680083177312342
75,0.0010464258680152598
76,0.0010065720951303752
77,0.0009353062334919868
78,0.000896014659300035
79,0.0009273615388909008
80,0.003642894429842357
81,0.0009684223498266493
82,0.0006877128958707502
83,0.0005866914595339209
84,0.0005455011632875539
85,0.0004825556268685411
86,0.00044655843149210046
87,0.0004269218931535021
88,0.0004114233983442361
89,0.00037954634307277237
90,0.0042184052811556514
91,0.0010852061400222484
92,0.0008362392078662767
93,0.0007459750746885791
94,0.0007197089846243237
95,0.000641776347968749
96,0.0006283681638685033
97,0.0005920787821090672
98,0.0005841468769493838
99,0.0005393144948716643
100,0.0021701761308873376
101,0.0008073058720477748
102,0.0005673840618286238
103,0.00046218398634918296
104,0.0003767057545659089
105,0.00031873861752141833
106,0.00028596327573786556
107,0.00026278880385541205
108,0.0002453738791721895
109,0.00022723787367075876
110,0.0026524667546889463
111,0.0009823644129007103
112,0.0006737644958606283
113,0.0005156284141987779
114,0.00043458970457174663
115,0.00038596596996919903
116,0.0003538181821525985
117,0.00032389163683293126
118,0.00030221852183214736
119,0.00028914968966408956
120,0.0020163397776466513
121,0.0005324564394974258
122,0.0003520375067573907
123,0.00027864681329066476
124,0.000232030336709888
125,0.00020036586630699593
126,0.00017677994985079262
127,0.00015968511146384964
128,0.00014675766092401573
129,0.00013511304246623145
130,0.001957769170308724
131,0.00041135929478873864
132,0.00028699542091872415
133,0.000226580364078684
134,0.00018681935237742267
135,0.00016137098223119865
